cloud_mask_id,cloud_pct,usage,bin
chip_199_016_5_cmask,0.9213169642857144,train,0.9-1.0
chip_199_019_0_cmask,0.9968311543367347,train,0.9-1.0
chip_199_019_1_cmask,1.0,train,0.9-1.0
chip_199_019_2_cmask,0.4948182397959184,train,0.4-0.5
chip_199_019_3_cmask,0.4344706632653061,train,0.4-0.5
chip_199_019_4_cmask,0.0650510204081632,train,0.01-0.1
chip_199_019_5_cmask,1.0,train,0.9-1.0
chip_182_022_2_cmask,0.0854193239795918,train,0.01-0.1
chip_182_022_3_cmask,1.0,train,0.9-1.0
chip_182_022_4_cmask,0.7509964923469388,train,0.7-0.8
chip_182_022_5_cmask,0.299445950255102,train,0.2-0.3
chip_198_027_1_cmask,0.3135363520408163,train,0.3-0.4
chip_198_027_3_cmask,0.0149473852040816,train,0.01-0.1
chip_198_027_4_cmask,0.7951411033163265,train,0.7-0.8
chip_192_017_0_cmask,0.4048748405612244,train,0.4-0.5
chip_192_017_1_cmask,0.8586575255102041,train,0.8-0.9
chip_192_017_3_cmask,0.4774593431122449,train,0.4-0.5
chip_192_017_4_cmask,0.0306521045918367,train,0.01-0.1
chip_192_017_5_cmask,0.8619260204081632,train,0.8-0.9
chip_190_018_0_cmask,0.2665417729591837,train,0.2-0.3
chip_190_018_1_cmask,0.4327168367346938,train,0.4-0.5
chip_190_018_3_cmask,0.8507852359693877,train,0.8-0.9
chip_190_018_4_cmask,0.1755221619897959,train,0.1-0.2
chip_180_023_1_cmask,0.9877032844387756,train,0.9-1.0
chip_180_023_2_cmask,0.0453005420918367,train,0.01-0.1
chip_180_023_4_cmask,0.0642338966836734,train,0.01-0.1
chip_180_023_5_cmask,0.9768415178571428,train,0.9-1.0
chip_169_026_0_cmask,1.0,train,0.9-1.0
chip_169_026_1_cmask,1.0,train,0.9-1.0
chip_169_026_2_cmask,0.2734574298469387,train,0.2-0.3
chip_169_026_3_cmask,0.6305205676020408,train,0.6-0.7
chip_169_026_4_cmask,0.9378786670918368,train,0.9-1.0
chip_169_026_5_cmask,1.0,train,0.9-1.0
chip_178_023_0_cmask,0.0347775829081632,train,0.01-0.1
chip_178_023_1_cmask,0.7653260522959183,train,0.7-0.8
chip_178_023_2_cmask,0.0530532525510204,train,0.01-0.1
chip_178_023_3_cmask,0.0703324298469387,train,0.01-0.1
chip_178_023_4_cmask,0.0636360012755102,train,0.01-0.1
chip_178_023_5_cmask,1.0,train,0.9-1.0
chip_181_023_0_cmask,0.0111607142857142,train,0.01-0.1
chip_181_023_1_cmask,0.9895766900510204,train,0.9-1.0
chip_181_023_2_cmask,0.0504424426020408,train,0.01-0.1
chip_181_023_4_cmask,0.2196468431122449,train,0.2-0.3
chip_181_023_5_cmask,1.0,train,0.9-1.0
chip_180_022_1_cmask,0.9641063456632653,train,0.9-1.0
chip_180_022_2_cmask,0.1612125318877551,train,0.1-0.2
chip_180_022_5_cmask,1.0,train,0.9-1.0
chip_176_027_0_cmask,0.4627710459183674,train,0.4-0.5
chip_176_027_1_cmask,1.0,train,0.9-1.0
chip_176_027_2_cmask,0.2561782525510204,train,0.2-0.3
chip_176_027_3_cmask,1.0,train,0.9-1.0
chip_176_027_5_cmask,1.0,train,0.9-1.0
chip_178_022_1_cmask,0.5213847257653061,train,0.5-0.6
chip_178_022_2_cmask,0.013133769132653,train,0.01-0.1
chip_178_022_3_cmask,0.041274713010204,train,0.01-0.1
chip_178_022_4_cmask,0.5034677933673469,train,0.5-0.6
chip_178_022_5_cmask,1.0,train,0.9-1.0
chip_169_032_0_cmask,1.0,train,0.9-1.0
chip_169_032_2_cmask,0.6233059630102041,train,0.6-0.7
chip_169_032_3_cmask,0.5481305803571429,train,0.5-0.6
chip_169_032_4_cmask,1.0,train,0.9-1.0
chip_169_032_5_cmask,1.0,train,0.9-1.0
chip_177_028_0_cmask,0.4897759885204081,train,0.4-0.5
chip_177_028_1_cmask,0.8333466198979592,train,0.8-0.9
chip_177_028_2_cmask,0.5255699936224489,train,0.5-0.6
chip_177_028_3_cmask,0.4608976403061224,train,0.4-0.5
chip_177_028_5_cmask,1.0,train,0.9-1.0
chip_179_022_1_cmask,0.5518375318877551,train,0.5-0.6
chip_179_022_4_cmask,0.2097217793367347,train,0.2-0.3
chip_179_022_5_cmask,0.9923469387755102,train,0.9-1.0
chip_177_022_0_cmask,0.1374960140306122,train,0.1-0.2
chip_177_022_1_cmask,0.9956552933673468,train,0.9-1.0
chip_177_022_2_cmask,0.0591517857142857,train,0.01-0.1
chip_177_022_4_cmask,0.4021045918367347,train,0.4-0.5
chip_177_022_5_cmask,1.0,train,0.9-1.0
chip_180_024_1_cmask,0.9163942920918368,train,0.9-1.0
chip_180_024_2_cmask,0.0248724489795918,train,0.01-0.1
chip_180_024_4_cmask,0.2907963966836734,train,0.2-0.3
chip_180_024_5_cmask,0.9992426658163264,train,0.9-1.0
chip_176_028_0_cmask,0.8828324298469388,train,0.8-0.9
chip_176_028_1_cmask,1.0,train,0.9-1.0
chip_176_028_2_cmask,0.4795519770408163,train,0.4-0.5
chip_176_028_3_cmask,0.9962731186224488,train,0.9-1.0
chip_176_028_5_cmask,1.0,train,0.9-1.0
chip_178_021_1_cmask,0.6664939413265306,train,0.6-0.7
chip_178_021_3_cmask,0.1482979910714285,train,0.1-0.2
chip_178_021_4_cmask,0.7121532206632653,train,0.7-0.8
chip_178_021_5_cmask,0.9769411670918368,train,0.9-1.0
chip_180_025_0_cmask,0.6499322385204082,train,0.6-0.7
chip_180_025_1_cmask,0.9995416135204082,train,0.9-1.0
chip_180_025_4_cmask,0.9506337691326532,train,0.9-1.0
chip_180_025_5_cmask,1.0,train,0.9-1.0
chip_161_030_0_cmask,0.0431879783163265,train,0.01-0.1
chip_161_030_1_cmask,0.5895248724489796,train,0.5-0.6
chip_161_030_2_cmask,0.5731624681122449,train,0.5-0.6
chip_161_030_3_cmask,0.0279416454081632,train,0.01-0.1
chip_161_030_4_cmask,0.9636280293367347,train,0.9-1.0
chip_161_030_5_cmask,0.5310108418367347,train,0.5-0.6
chip_232_023_0_cmask,0.1361407844387755,train,0.1-0.2
chip_232_023_1_cmask,1.0,train,0.9-1.0
chip_232_023_3_cmask,0.0202088647959183,train,0.01-0.1
chip_232_023_4_cmask,0.101383131377551,train,0.1-0.2
chip_232_023_5_cmask,0.0935108418367346,train,0.01-0.1
chip_232_024_0_cmask,0.3803212691326531,train,0.3-0.4
chip_232_024_1_cmask,1.0,train,0.9-1.0
chip_232_024_3_cmask,0.0200294961734693,train,0.01-0.1
chip_232_024_4_cmask,0.0129743303571428,train,0.01-0.1
chip_233_025_0_cmask,0.0436463647959183,train,0.01-0.1
chip_233_025_1_cmask,0.9694076849489796,train,0.9-1.0
chip_233_025_2_cmask,0.0609454719387755,train,0.01-0.1
chip_233_025_3_cmask,0.0852598852040816,train,0.01-0.1
chip_233_025_4_cmask,0.0667649872448979,train,0.01-0.1
chip_233_025_5_cmask,0.068618463010204,train,0.01-0.1
chip_231_024_0_cmask,0.4536232461734694,train,0.4-0.5
chip_231_024_1_cmask,0.9961734693877552,train,0.9-1.0
chip_231_024_3_cmask,0.0229990433673469,train,0.01-0.1
chip_231_023_1_cmask,1.0,train,0.9-1.0
chip_231_023_2_cmask,0.0356943558673469,train,0.01-0.1
chip_231_023_3_cmask,0.1056082589285714,train,0.1-0.2
chip_231_023_4_cmask,0.1759008290816326,train,0.1-0.2
chip_231_023_5_cmask,0.2700892857142857,train,0.2-0.3
chip_228_023_0_cmask,0.9999202806122448,train,0.9-1.0
chip_228_023_1_cmask,0.4381975446428571,train,0.4-0.5
chip_228_023_2_cmask,1.0,train,0.9-1.0
chip_228_023_3_cmask,0.4483019770408163,train,0.4-0.5
chip_228_023_5_cmask,0.9989636479591836,train,0.9-1.0
chip_224_024_0_cmask,0.5841637436224489,train,0.5-0.6
chip_224_024_2_cmask,1.0,train,0.9-1.0
chip_224_024_5_cmask,0.9828603316326532,train,0.9-1.0
chip_200_030_0_cmask,0.3055245535714285,train,0.3-0.4
chip_200_030_1_cmask,0.1074418048469387,train,0.1-0.2
chip_200_030_2_cmask,0.1251395089285714,train,0.1-0.2
chip_200_030_3_cmask,1.0,train,0.9-1.0
chip_200_030_4_cmask,0.5793407206632653,train,0.5-0.6
chip_200_030_5_cmask,0.5429089604591837,train,0.5-0.6
chip_205_033_2_cmask,1.0,train,0.9-1.0
chip_205_033_4_cmask,0.0207868303571428,train,0.01-0.1
chip_205_033_5_cmask,0.8479751275510204,train,0.8-0.9
chip_009_061_0_cmask,0.1255181760204081,train,0.1-0.2
chip_009_061_1_cmask,0.8147122130102041,train,0.8-0.9
chip_009_061_2_cmask,0.8439692283163265,train,0.8-0.9
chip_009_061_3_cmask,0.7946627869897959,train,0.7-0.8
chip_009_061_4_cmask,0.2535674426020408,train,0.2-0.3
chip_009_061_5_cmask,0.3936941964285714,train,0.3-0.4
chip_015_061_0_cmask,0.3939333545918367,train,0.3-0.4
chip_015_061_1_cmask,0.9750677614795918,train,0.9-1.0
chip_015_061_2_cmask,0.5595304528061225,train,0.5-0.6
chip_015_061_3_cmask,0.972755899234694,train,0.9-1.0
chip_015_061_4_cmask,0.0316485969387755,train,0.01-0.1
chip_015_061_5_cmask,0.6522839604591837,train,0.6-0.7
chip_010_063_0_cmask,0.0155253507653061,train,0.01-0.1
chip_010_063_1_cmask,0.6785514987244898,train,0.6-0.7
chip_010_063_2_cmask,0.8657525510204082,train,0.8-0.9
chip_010_063_3_cmask,0.8966637436224489,train,0.8-0.9
chip_010_063_4_cmask,0.2784000318877551,train,0.2-0.3
chip_010_063_5_cmask,0.2580715880102041,train,0.2-0.3
chip_010_062_0_cmask,0.0400789221938775,train,0.01-0.1
chip_010_062_1_cmask,0.8906050701530612,train,0.8-0.9
chip_010_062_2_cmask,0.7465919961734694,train,0.7-0.8
chip_010_062_3_cmask,0.970444036989796,train,0.9-1.0
chip_010_062_4_cmask,0.3617466517857143,train,0.3-0.4
chip_010_062_5_cmask,0.4819036989795918,train,0.4-0.5
chip_003_063_0_cmask,0.6128627232142857,train,0.6-0.7
chip_003_063_5_cmask,0.991569674744898,train,0.9-1.0
chip_002_060_0_cmask,0.4535634566326531,train,0.4-0.5
chip_002_060_1_cmask,0.4891980229591837,train,0.4-0.5
chip_002_060_2_cmask,0.0294762436224489,train,0.01-0.1
chip_002_060_5_cmask,0.1396683673469387,train,0.1-0.2
chip_003_062_0_cmask,0.5099848533163265,train,0.5-0.6
chip_003_062_1_cmask,0.2171356823979592,train,0.2-0.3
chip_003_062_2_cmask,0.0145487882653061,train,0.01-0.1
chip_003_062_5_cmask,1.0,train,0.9-1.0
chip_004_063_0_cmask,0.6871811224489796,train,0.6-0.7
chip_004_063_1_cmask,0.2265625,train,0.2-0.3
chip_004_063_5_cmask,0.9998206313775512,train,0.9-1.0
chip_014_075_0_cmask,0.4283721301020408,train,0.4-0.5
chip_014_075_1_cmask,0.9914301658163264,train,0.9-1.0
chip_014_075_2_cmask,0.9944794323979592,train,0.9-1.0
chip_014_075_3_cmask,0.5145487882653061,train,0.5-0.6
chip_014_075_5_cmask,0.6669323979591837,train,0.6-0.7
chip_019_078_0_cmask,0.0299944196428571,train,0.01-0.1
chip_019_078_1_cmask,0.7630939094387755,train,0.7-0.8
chip_019_078_2_cmask,0.0127351721938775,train,0.01-0.1
chip_019_078_3_cmask,0.3441485969387755,train,0.3-0.4
chip_019_078_4_cmask,0.5653101084183674,train,0.5-0.6
chip_024_087_0_cmask,0.9750876913265306,train,0.9-1.0
chip_024_087_1_cmask,0.3510243941326531,train,0.3-0.4
chip_024_087_2_cmask,0.9897560586734694,train,0.9-1.0
chip_024_087_3_cmask,0.0950255102040816,train,0.01-0.1
chip_024_087_5_cmask,0.9539022640306124,train,0.9-1.0
chip_019_091_0_cmask,0.8530771683673469,train,0.8-0.9
chip_019_091_4_cmask,0.0524354272959183,train,0.01-0.1
chip_019_091_5_cmask,0.1477598852040816,train,0.1-0.2
chip_025_082_2_cmask,0.9093590561224488,train,0.9-1.0
chip_025_082_4_cmask,0.9466079400510204,train,0.9-1.0
chip_025_082_5_cmask,0.2550023915816326,train,0.2-0.3
chip_024_088_0_cmask,0.9950972576530612,train,0.9-1.0
chip_024_088_1_cmask,0.3162069515306122,train,0.3-0.4
chip_024_088_2_cmask,0.7883848852040817,train,0.7-0.8
chip_024_088_5_cmask,0.9967912946428572,train,0.9-1.0
chip_026_083_2_cmask,0.9966916454081632,train,0.9-1.0
chip_026_083_3_cmask,0.0239955357142857,train,0.01-0.1
chip_026_083_4_cmask,0.4762436224489796,train,0.4-0.5
chip_026_083_5_cmask,0.5689572704081632,train,0.5-0.6
chip_027_083_0_cmask,0.3201929209183674,train,0.3-0.4
chip_027_083_2_cmask,1.0,train,0.9-1.0
chip_027_083_3_cmask,0.185985331632653,train,0.1-0.2
chip_027_083_4_cmask,0.1366589604591837,train,0.1-0.2
chip_027_083_5_cmask,0.6631058673469388,train,0.6-0.7
chip_214_038_0_cmask,0.404296875,train,0.4-0.5
chip_214_038_1_cmask,0.5306122448979592,train,0.5-0.6
chip_214_038_2_cmask,0.3945511798469387,train,0.3-0.4
chip_214_038_4_cmask,0.8100884885204082,train,0.8-0.9
chip_214_038_5_cmask,0.4990234375,train,0.4-0.5
chip_206_047_1_cmask,0.8269092793367347,train,0.8-0.9
chip_206_047_2_cmask,0.6477798150510204,train,0.6-0.7
chip_206_047_4_cmask,0.5375876913265306,train,0.5-0.6
chip_206_047_5_cmask,1.0,train,0.9-1.0
chip_171_049_0_cmask,0.7905373086734694,train,0.7-0.8
chip_171_049_1_cmask,0.8588966836734694,train,0.8-0.9
chip_171_049_2_cmask,0.9184072066326532,train,0.9-1.0
chip_171_049_3_cmask,0.3868183992346938,train,0.3-0.4
chip_171_049_5_cmask,0.3918805803571428,train,0.3-0.4
chip_170_049_0_cmask,0.9500558035714286,train,0.9-1.0
chip_170_049_1_cmask,1.0,train,0.9-1.0
chip_170_049_2_cmask,0.6284080038265306,train,0.6-0.7
chip_167_064_0_cmask,0.3088329081632653,train,0.3-0.4
chip_167_064_1_cmask,0.6168486926020408,train,0.6-0.7
chip_167_064_2_cmask,0.0796595982142857,train,0.01-0.1
chip_167_064_4_cmask,0.2411511479591837,train,0.2-0.3
chip_167_064_5_cmask,0.0105428890306122,train,0.01-0.1
chip_276_083_0_cmask,0.0587930484693877,train,0.01-0.1
chip_276_083_1_cmask,0.8507852359693877,train,0.8-0.9
chip_276_083_2_cmask,0.9995416135204082,train,0.9-1.0
chip_276_083_3_cmask,0.8531369579081632,train,0.8-0.9
chip_276_083_4_cmask,0.0919563137755102,train,0.01-0.1
chip_281_082_0_cmask,0.7979113520408163,train,0.7-0.8
chip_281_082_1_cmask,0.0769292091836734,train,0.01-0.1
chip_281_082_2_cmask,0.0300342793367346,train,0.01-0.1
chip_281_082_3_cmask,0.9022042410714286,train,0.9-1.0
chip_281_082_5_cmask,0.0115194515306122,train,0.01-0.1
chip_277_083_0_cmask,0.9061902104591836,train,0.9-1.0
chip_277_083_1_cmask,0.0699139030612244,train,0.01-0.1
chip_277_083_2_cmask,1.0,train,0.9-1.0
chip_277_083_3_cmask,0.880859375,train,0.8-0.9
chip_284_080_3_cmask,0.9919682716836736,train,0.9-1.0
chip_284_080_4_cmask,0.0161232461734693,train,0.01-0.1
chip_284_081_0_cmask,0.0730229591836734,train,0.01-0.1
chip_284_081_3_cmask,0.9970105229591836,train,0.9-1.0
chip_284_081_4_cmask,0.6399075255102041,train,0.6-0.7
chip_284_081_5_cmask,0.166015625,train,0.1-0.2
chip_275_083_1_cmask,1.0,train,0.9-1.0
chip_275_083_2_cmask,0.9638073979591836,train,0.9-1.0
chip_275_083_3_cmask,0.5580157844387755,train,0.5-0.6
chip_275_083_4_cmask,0.0698341836734693,train,0.01-0.1
chip_275_083_5_cmask,0.0225207270408163,train,0.01-0.1
chip_282_082_0_cmask,0.8454041772959183,train,0.8-0.9
chip_282_082_3_cmask,0.3527582908163265,train,0.3-0.4
chip_282_082_4_cmask,0.1452088647959183,train,0.1-0.2
chip_282_082_5_cmask,0.0423907844387755,train,0.01-0.1
chip_288_101_0_cmask,0.2077885841836734,train,0.2-0.3
chip_288_101_1_cmask,0.6623883928571429,train,0.6-0.7
chip_288_101_2_cmask,0.9656210140306124,train,0.9-1.0
chip_288_101_3_cmask,0.999740911989796,train,0.9-1.0
chip_288_101_4_cmask,0.5016541772959183,train,0.5-0.6
chip_288_101_5_cmask,0.4408482142857143,train,0.4-0.5
chip_250_101_0_cmask,0.1417211415816326,train,0.1-0.2
chip_250_101_1_cmask,0.9903140943877552,train,0.9-1.0
chip_250_101_2_cmask,0.9182477678571428,train,0.9-1.0
chip_250_101_3_cmask,0.7954599808673469,train,0.7-0.8
chip_250_101_4_cmask,0.0357142857142857,train,0.01-0.1
chip_250_101_5_cmask,0.9891183035714286,train,0.9-1.0
chip_030_093_0_cmask,0.0972377232142857,train,0.01-0.1
chip_030_093_1_cmask,0.8261918048469388,train,0.8-0.9
chip_030_093_3_cmask,0.6151347257653061,train,0.6-0.7
chip_030_093_4_cmask,0.2206234056122449,train,0.2-0.3
chip_030_093_5_cmask,0.7782007334183674,train,0.7-0.8
chip_030_097_1_cmask,0.9958147321428572,train,0.9-1.0
chip_030_097_2_cmask,0.5678810586734694,train,0.5-0.6
chip_030_097_3_cmask,0.1859056122448979,train,0.1-0.2
chip_030_097_4_cmask,0.2107979910714285,train,0.2-0.3
chip_030_097_5_cmask,0.1111088966836734,train,0.1-0.2
chip_026_110_0_cmask,0.0472735969387755,train,0.01-0.1
chip_026_110_1_cmask,0.179946588010204,train,0.1-0.2
chip_026_110_2_cmask,0.4143415178571428,train,0.4-0.5
chip_026_110_4_cmask,0.3964644451530612,train,0.3-0.4
chip_026_110_5_cmask,0.4257015306122449,train,0.4-0.5
chip_032_111_0_cmask,0.0723453443877551,train,0.01-0.1
chip_032_111_1_cmask,0.4941804846938775,train,0.4-0.5
chip_032_111_2_cmask,0.4245655293367347,train,0.4-0.5
chip_032_111_4_cmask,0.1825573979591837,train,0.1-0.2
chip_032_111_5_cmask,0.9638671875,train,0.9-1.0
chip_034_112_0_cmask,0.2861328125,train,0.2-0.3
chip_034_112_1_cmask,0.2605030293367347,train,0.2-0.3
chip_034_112_3_cmask,0.5731425382653061,train,0.5-0.6
chip_034_112_5_cmask,0.9777383609693876,train,0.9-1.0
chip_031_111_0_cmask,0.3159877232142857,train,0.3-0.4
chip_031_111_1_cmask,0.5040058992346939,train,0.5-0.6
chip_031_111_2_cmask,0.4361049107142857,train,0.4-0.5
chip_031_111_3_cmask,0.1179647640306122,train,0.1-0.2
chip_031_111_4_cmask,0.5764309630102041,train,0.5-0.6
chip_031_111_5_cmask,0.3431521045918367,train,0.3-0.4
chip_031_112_1_cmask,0.8274274553571429,train,0.8-0.9
chip_031_112_2_cmask,0.2918925382653061,train,0.2-0.3
chip_031_112_4_cmask,0.0677814094387755,train,0.01-0.1
chip_031_112_5_cmask,0.439453125,train,0.4-0.5
chip_027_110_2_cmask,0.1932995854591837,train,0.1-0.2
chip_027_110_3_cmask,0.7389787946428571,train,0.7-0.8
chip_027_110_4_cmask,0.3006816007653061,train,0.3-0.4
chip_027_110_5_cmask,0.084602200255102,train,0.01-0.1
chip_034_113_0_cmask,0.1383529974489795,train,0.1-0.2
chip_034_113_1_cmask,0.3323102678571428,train,0.3-0.4
chip_034_113_2_cmask,0.6417012117346939,train,0.6-0.7
chip_034_113_3_cmask,0.1404854910714285,train,0.1-0.2
chip_034_113_5_cmask,0.3703762755102041,train,0.3-0.4
chip_021_109_0_cmask,0.101821588010204,train,0.1-0.2
chip_021_109_1_cmask,0.9314413265306124,train,0.9-1.0
chip_021_109_2_cmask,0.8280851403061225,train,0.8-0.9
chip_021_109_3_cmask,1.0,train,0.9-1.0
chip_021_109_4_cmask,0.4033203125,train,0.4-0.5
chip_021_109_5_cmask,1.0,train,0.9-1.0
chip_021_106_0_cmask,0.459163743622449,train,0.4-0.5
chip_021_106_1_cmask,0.9985052614795918,train,0.9-1.0
chip_021_106_2_cmask,0.8983179209183674,train,0.8-0.9
chip_021_106_3_cmask,0.6826769770408163,train,0.6-0.7
chip_021_106_4_cmask,0.5188337053571429,train,0.5-0.6
chip_022_126_1_cmask,0.2205038265306122,train,0.2-0.3
chip_022_126_2_cmask,0.146743463010204,train,0.1-0.2
chip_022_126_4_cmask,1.0,train,0.9-1.0
chip_022_126_5_cmask,0.4554567920918367,train,0.4-0.5
chip_019_126_0_cmask,0.038524394132653,train,0.01-0.1
chip_019_126_1_cmask,0.3095105229591837,train,0.3-0.4
chip_019_126_2_cmask,0.129165338010204,train,0.1-0.2
chip_019_126_3_cmask,0.0581154336734693,train,0.01-0.1
chip_019_126_4_cmask,1.0,train,0.9-1.0
chip_019_126_5_cmask,0.1441326530612245,train,0.1-0.2
chip_033_148_0_cmask,0.5088488520408163,train,0.5-0.6
chip_033_148_2_cmask,1.0,train,0.9-1.0
chip_033_148_3_cmask,0.7715043048469388,train,0.7-0.8
chip_033_148_5_cmask,1.0,train,0.9-1.0
chip_034_147_0_cmask,0.1561702806122449,train,0.1-0.2
chip_034_147_1_cmask,0.0661073022959183,train,0.01-0.1
chip_034_147_2_cmask,1.0,train,0.9-1.0
chip_034_147_3_cmask,0.5151068239795918,train,0.5-0.6
chip_034_147_4_cmask,0.0190529336734693,train,0.01-0.1
chip_034_147_5_cmask,0.8126992984693877,train,0.8-0.9
chip_034_148_0_cmask,0.1628866390306122,train,0.1-0.2
chip_034_148_1_cmask,0.0548668686224489,train,0.01-0.1
chip_034_148_2_cmask,1.0,train,0.9-1.0
chip_034_148_3_cmask,0.3204719387755102,train,0.3-0.4
chip_034_148_4_cmask,0.0179368622448979,train,0.01-0.1
chip_034_148_5_cmask,0.9325773278061223,train,0.9-1.0
chip_036_147_0_cmask,1.0,train,0.9-1.0
chip_036_147_1_cmask,0.0636360012755102,train,0.01-0.1
